,text,timestamp,clean_text,pred_sadness
1066,The only good thing to come out of corona virus are the funny memes,2020-03-15 23:55:13,The only good thing to come out of corona virus are the funny memes,0
1067,.@POTUS signed legislation today that will maintain educational benefits for Veterans and their families impacted by the coronavirus outbreak https://bit.ly/2WuJPjf ,2020-03-21 23:51:26,. signed legislation today that will maintain educational benefits for Veterans and their families impacted by the coronavirus outbreak ,0
1068,One of the best threads I've read of recommendations for handling the #COVID19 epidemic in the U.S. https://twitter.com/gregggonsalves/status/1236747418802294802 …,2020-03-09 23:51:57,One of the best threads I've read of recommendations for handling the #COVID19 epidemic in the U.S. ,0
1069,"Seeing as the “Epstein committed suicide” conclusion has fooled no one, the coroner has now changed his manner of death to the Coronavirus!  Case officially and unequivocally closed!",2020-03-22 23:49:42,"Seeing as the “Epstein committed suicide” conclusion has fooled no one, the coroner has now changed his manner of death to the Coronavirus!  Case officially and unequivocally closed!",1
1070,"When looking at the current #COVID19 confirmed (discovered) case totals, some numbers to compare.

Est. Pop 2020
New York: 19,440,469
Washington: 7,797,095
Per NYTimes: Cases/Deaths
NY: 4,152 / 29
WA: 1,083 / 69
NOTE: WA is rationing test & missed 3-4wks of testing at start.",2020-03-19 23:54:39,"When looking at the current #COVID19 confirmed (discovered) case totals, some numbers to compare.

Est. Pop 2020
New York: 19,440,469
Washington: 7,797,095
Per NYTimes: Cases/Deaths
NY: 4,152 / 29
WA: 1,083 / 69
NOTE: WA is rationing test & missed 3-4wks of testing at start.",1
1071,Victor Elementary School District moves to close schools over coronavirus fears https://www.vvng.com/victor-elementary-school-district-moves-to-close-schools-over-coronavirus-fears/ …pic.twitter.com/epE803D1B0,2020-03-13 23:54:22,Victor Elementary School District moves to close schools over coronavirus fears ,0
1072,The tag team Elimination Chamber pods break pretty much every Coronavirus precaution. pic.twitter.com/Tvc66XfCXZ,2020-03-08 23:59:34,The tag team Elimination Chamber pods break pretty much every Coronavirus precaution. pic.twitter.com/Tvc66XfCXZ,1
1073,"This vaccine's production must be rushed NOW!
#COVID19US
#COVID19
#Coronavirus
https://www.jpost.com/HEALTH-SCIENCE/Israeli-scientists-In-three-weeks-we-will-have-coronavirus-vaccine-619101 …",2020-03-17 23:59:18,"This vaccine's production must be rushed NOW!
#COVID19US
#COVID19
#Coronavirus
",0
1074,¡Ecological culture by Long-Tree! http://long-tree.info/?edition_id=12be1d60-6a3d-11ea-b587-0cc47a0d164b … Thanks to: @Infconstruccion @FGVces @energiahoy #quedateencasa #coronavirus,2020-03-19 23:55:16,¡Ecological culture by Long-Tree!  Thanks to:    #quedateencasa #coronavirus,0
1075,"PRONUNCIAMIENTO DEL NODO SOLIDARIO MÉXICO ANTE LA SITUACIÓN DE ALERTA FRENTE AL #coronavirus
https://lamericalatina.net/2020/03/20/pronunciamiento-del-nodo-solidario-mexico-ante-la-situacion-de-alerta-frente-al-coronavirus/ …
#ComplicidadGlobalpic.twitter.com/33VVKy4TRB",2020-03-20 23:57:27,"PRONUNCIAMIENTO DEL NODO SOLIDARIO MÉXICO ANTE LA SITUACIÓN DE ALERTA FRENTE AL #coronavirus

#ComplicidadGlobalpic.twitter.com/33VVKy4TRB",0
1076,#Warzone #Eminem #WhiteAmerica @realDonaldTrump #COVID2019 #BidensCognitiveDecline #DemExitpic.twitter.com/KTMziP0Gt7,2020-03-10 23:55:42,#Warzone #Eminem #WhiteAmerica  #COVID2019 #BidensCognitiveDecline #DemExitpic.twitter.com/KTMziP0Gt7,0
1077,"If you’ve ever been ticketed by the parking attendants at your university, just know you’re immune to the coronavirus cause them people are a plague to campus",2020-03-11 23:58:39,"If you’ve ever been ticketed by the parking attendants at your university, just know you’re immune to the coronavirus cause them people are a plague to campus",1
1078,"Coronavirus: Fate Of Tokyo Olympics To Be Decided In Four Weeks With Postponement An Option, Says IOC Chief http://www.buzzitup.in/coronavirus-fate-of-tokyo-olympics-to-be-decided-in-four-weeks-with-postponement-an-option-says-ioc-chief/ …",2020-03-22 23:49:42,"Coronavirus: Fate Of Tokyo Olympics To Be Decided In Four Weeks With Postponement An Option, Says IOC Chief ",1
1079,"Sen. Sinema Criticizes Rand Paul for Reportedly Using Senate Gym, Pool While Waiting for Coronavirus Results: ‘Irresponsible’ https://www.mediaite.com/news/sen-sinema-criticizes-rand-paul-for-reportedly-using-senate-gym-pool-while-waiting-for-coronavirus-results-irresponsible/ …",2020-03-22 23:47:22,"Sen. Sinema Criticizes Rand Paul for Reportedly Using Senate Gym, Pool While Waiting for Coronavirus Results: ‘Irresponsible’ ",1
1080,Risk getting Coronavirus for not even a permanent job I’ll stick to isolation.,2020-03-20 23:54:18,Risk getting Coronavirus for not even a permanent job I’ll stick to isolation.,1
1081,"The reason it's crucial to bring forward RAS/RAF/MEK/ERK + FAK inhibitor #VS6766/ #Defactinib @forefront
Utilize #Boston #biotech hub sitting by idly!
https://twitter.com/CrozrX/status/1240054218616160258 … Cardiac, diabetes, obesity #COVID19 including #flu #influenza complications, potential treatment strategy",2020-03-17 23:55:58,"The reason it's crucial to bring forward RAS/RAF/MEK/ERK + FAK inhibitor #VS6766/ #Defactinib 
Utilize #Boston #biotech hub sitting by idly!
 Cardiac, diabetes, obesity #COVID19 including #flu #influenza complications, potential treatment strategy",0
1082,Federal law enforcement document reveals white supremacists discussed using coronavirus as a biow... https://news.yahoo.com/federal-law-enforcement-document-reveals-white-supremacists-discussed-using-coronavirus-as-a-bioweapon-212031308.html?soc_src=community&soc_trk=tw … via @Yahoo,2020-03-21 23:50:34,Federal law enforcement document reveals white supremacists discussed using coronavirus as a biow...  via ,0
1083,"I saw that #takeoutwednesday is trending to help local businesses during #coronavirus, so I justified spending $34 on a single order of teriyaki noodles from Thai Bamboo. Happy to help this cause.",2020-03-11 23:54:12,"I saw that #takeoutwednesday is trending to help local businesses during #coronavirus, so I justified spending $34 on a single order of teriyaki noodles from Thai Bamboo. Happy to help this cause.",0
1084,"*WARNING* Heartbreaking images of a hospital in Bergamo, Italy, overwhelmed by the #coronavirus 
If you intend to go to the pub or the theatre, stop and think whether Britain can cope with this. It's time to think of others. #StayAtHome
via @el_paishttps://elpais.com/videos/2020-03-18/asi-es-el-interior-de-un-hospital-desbordado-con-enfermos-de-coronavirus.html …",2020-03-18 23:59:52,"*WARNING* Heartbreaking images of a hospital in Bergamo, Italy, overwhelmed by the #coronavirus 
If you intend to go to the pub or the theatre, stop and think whether Britain can cope with this. It's time to think of others. #StayAtHome
via ",1
1085,bruh this corona virus has ruined my chances of getting my first kiss #corona,2020-03-13 23:53:40,bruh this corona virus has ruined my chances of getting my first kiss #corona,1
1086,"RT $750 stimulus, pay your bills, not buy a tv
Since Twitter won't let me retweet properly.
""This request looks like it might be automated""  but it's NOT.
1st day this round. 
4th round Since Feb 1
Cannot Retweet Status
#IAmHumanAlwaysHaveBeen
#TwitterCensorship
#CORONAVIRUS https://twitter.com/QTRResearch/status/1237887900378787840 …",2020-03-11 23:51:41,"RT $750 stimulus, pay your bills, not buy a tv
Since Twitter won't let me retweet properly.
""This request looks like it might be automated""  but it's NOT.
1st day this round. 
4th round Since Feb 1
Cannot Retweet Status
#IAmHumanAlwaysHaveBeen
#TwitterCensorship
#CORONAVIRUS ",0
1087,if you ever entered the playground of your local mcdonald’s you’re immune to corona virus pic.twitter.com/WAGt2HJqJV,2020-03-11 23:49:21,if you ever entered the playground of your local mcdonald’s you’re immune to corona virus pic.twitter.com/WAGt2HJqJV,0
1088,New Jersey declares a State of Emergency over the coronavirus.  https://www.northjersey.com/story/news/new-jersey/2020/03/09/coronavirus-nj-how-new-jerseys-state-emergency-affects-you/4987595002/ …,2020-03-09 23:45:16,New Jersey declares a State of Emergency over the coronavirus.  ,0
1089,"""As Iranians are ravaged by the #coronavirus, the U.S. is complicit in their death. This is a Crime Against Humanity.""

#COVID19 #Iran #News #CrimeAgainstHumanityhttps://www.commondreams.org/news/2020/03/18/literally-weaponizing-coronavirus-despite-one-worlds-worst-outbreaks-deadly-virus-us?utm_campaign=shareaholic&utm_medium=referral&utm_source=facebook …",2020-03-19 23:54:52,"""As Iranians are ravaged by the #coronavirus, the U.S. is complicit in their death. This is a Crime Against Humanity.""

#COVID19 #Iran #News #CrimeAgainstHumanity",1
1090,"If Trump dies from Corona virus, will the republicans still call it a democratic hoax?...I'm sorry a ""democrat"" hoax.",2020-03-13 23:57:39,"If Trump dies from Corona virus, will the republicans still call it a democratic hoax?...I'm sorry a ""democrat"" hoax.",1
1091,Could you imagine if an Eagles player got coronavirus during the regular season? Whole team would be on IR within 2 days,2020-03-11 23:53:14,Could you imagine if an Eagles player got coronavirus during the regular season? Whole team would be on IR within 2 days,0
1092,#COVID19 CONFIRMA SU ASISTENCIA https://twitter.com/vivelatino/status/1238939984943554564 …,2020-03-14 23:50:27,#COVID19 CONFIRMA SU ASISTENCIA ,0
1093,Cal State San Bernardino: Cancel Cal State San Bernardino Classes due to CoronaVirus - Sign the Petition! http://chng.it/LfNkSyLr  via @Change,2020-03-10 23:59:09,Cal State San Bernardino: Cancel Cal State San Bernardino Classes due to CoronaVirus - Sign the Petition!  via ,1
1094,"Engineered #COVID19 theory is troubling in so many ways

But one #Wuhan market closed is not all markets. There are many allover #China also in #Chinatown around the world
Same practices
It needs to 

+ Vulnerable/threatened/endangered animal species are not medicine ",2020-03-11 23:59:53,"Engineered #COVID19 theory is troubling in so many ways

But one #Wuhan market closed is not all markets. There are many allover #China also in #Chinatown around the world
Same practices
It needs to 

+ Vulnerable/threatened/endangered animal species are not medicine ",1
1095,id rather catch corona virus than catch feelings ever again,2020-03-12 23:56:13,id rather catch corona virus than catch feelings ever again,0
1096,"Man! And just when I thought that I was about to dive into @4over4 ‘s all free 200 business cards over. And the coronavirus made them suspend their free offer, so now I’ve to wait until the virus becomes extinct !",2020-03-22 23:58:39,"Man! And just when I thought that I was about to dive into  ‘s all free 200 business cards over. And the coronavirus made them suspend their free offer, so now I’ve to wait until the virus becomes extinct !",1
1097,".@senbooker #Coronavirus crisis is dangerous for America’s most vulnerable populations, including victims and survivors of domestic and sexual violence. Congress MUST address the needs of survivors during this time of uncertainty and heightened danger.",2020-03-20 23:57:47,". #Coronavirus crisis is dangerous for America’s most vulnerable populations, including victims and survivors of domestic and sexual violence. Congress MUST address the needs of survivors during this time of uncertainty and heightened danger.",1
1098,Coronavirus stimulus bill fails in key Senate procedural vote - http://hotpagenews.com/r/264385 ,2020-03-22 23:57:14,Coronavirus stimulus bill fails in key Senate procedural vote - ,1
1099,"Just trying to share a few laughs and distract us a little from the doom and gloom around the world.. trust @BroScienceLife to find pros and cons in all of this, #comedyvideos #comedy #coronavírus #prosandcons… https://www.instagram.com/p/B97y6_Yjz4k/?igshid=q59dvoh04jrz …",2020-03-19 23:51:51,"Just trying to share a few laughs and distract us a little from the doom and gloom around the world.. trust  to find pros and cons in all of this, #comedyvideos #comedy #coronavírus #prosandcons… ",0
1100,St. Vincent de Paul is modifying its food pantry operations in Corvallis because of the coronavirus outbreak. https://www.gazettetimes.com/news/local/st-vincent-de-paul-alters-food-pantry-system/article_916f9e6d-4aec-53ac-91a5-7a59589cd411.html?utm_medium=social&utm_source=twitter_gtnews …,2020-03-16 23:52:05,St. Vincent de Paul is modifying its food pantry operations in Corvallis because of the coronavirus outbreak. ,0
1101,"Steps to prevent #COVID19. While this virus is currently present in our area, the best way to protect yourself and others is frequent hand washing, staying home if you’re sick and avoiding others who are sick. For more information, please visit https://www.cdc.gov/coronavirus/2019-ncov/about/prevention.html …",2020-03-10 23:57:04,"Steps to prevent #COVID19. While this virus is currently present in our area, the best way to protect yourself and others is frequent hand washing, staying home if you’re sick and avoiding others who are sick. For more information, please visit ",0
1102,List | These stores are offering hours just for seniors during coronavirus outbreak https://www.13newsnow.com/article/news/health/coronavirus/stores-offering-senior-hours-for-elderly-coronavirus-outbreak/85-27b70b07-b6aa-430e-97af-73875572584b …,2020-03-18 23:54:05,List | These stores are offering hours just for seniors during coronavirus outbreak ,0
1103,"@SenAlexander Bravo, so proud of you 

Employers need to be flexible on sick leave.

Yet, Employees would take advantage of the ""Paid Sick Leave"" just to get out of work #CoronaVirusOutbreak 

Paid Sick Leave Won't stop the spread of the coronavirus.
Democrats think it will. https://twitter.com/K_JeanPierre/status/1237870251028537344 …",2020-03-11 23:50:48," Bravo, so proud of you 

Employers need to be flexible on sick leave.

Yet, Employees would take advantage of the ""Paid Sick Leave"" just to get out of work #CoronaVirusOutbreak 

Paid Sick Leave Won't stop the spread of the coronavirus.
Democrats think it will. ",1
1104,El corona virus pic.twitter.com/N5kVBG0JpJ,2020-03-11 23:59:15,El corona virus pic.twitter.com/N5kVBG0JpJ,0
1105,"The case for Endgame C: stop almost everything, restart when coronavirus is gone 
No matter how much money governments throw at the economy, most businesses cannot survive the absence of normal activity for more than a few months. exp https://theconversation.com/the-case-for-endgame-c-stop-almost-everything-restart-when-coronavirus-is-gone-134232?utm_source=twitter&utm_medium=bylinetwitterbutton … @ConversationEDU",2020-03-20 23:57:21,"The case for Endgame C: stop almost everything, restart when coronavirus is gone 
No matter how much money governments throw at the economy, most businesses cannot survive the absence of normal activity for more than a few months. exp  ",1
1106,"I was just made aware that employees of @institut_curie  +1 person of your choice can watch the movie Radioactive (about the life of Marie Curie, with Rosamund Pike) for free <3. Awesome! I'm not sure if this is the right moment to go to the cinema though :-( #coronavirus",2020-03-11 23:50:37,"I was just made aware that employees of   +1 person of your choice can watch the movie Radioactive (about the life of Marie Curie, with Rosamund Pike) for free <3. Awesome! I'm not sure if this is the right moment to go to the cinema though :-( #coronavirus",0
1107,"@Chynoah5 : is she bulldog ugly????
@TheKing3799 : she coronavirus ugly 
",2020-03-10 23:47:50," : is she bulldog ugly????
 : she coronavirus ugly 
",1
1108,"To local Girton Community, during this time of the Corona virus pandemic if you need help or like to volunteer your services please follow the link below set up by the local parish council http://www.girton-cambs.org.uk/helping 
#ItsWhatWeDo @coopukcolleague @GorgeousGirton",2020-03-19 23:57:35,"To local Girton Community, during this time of the Corona virus pandemic if you need help or like to volunteer your services please follow the link below set up by the local parish council 
#ItsWhatWeDo  ",0
1109,This is my 1 and only warning to the @coronavirus    If you don’t shut your ass up ASAP the @Vindog56 is coming and he’s bringing hell with him,2020-03-09 23:55:27,This is my 1 and only warning to the     If you don’t shut your ass up ASAP the  is coming and he’s bringing hell with him,0
1110,@realDonaldTrump Please invite Senator Rand Paul to your daily coronavirus briefings. Let him tell his inspiring story about coronavirus! #CoronavirusUSA,2020-03-23 23:49:14, Please invite Senator Rand Paul to your daily coronavirus briefings. Let him tell his inspiring story about coronavirus! #CoronavirusUSA,0
1111,"WATCH LIVE: Trump, Pence speak about U.S. coronavirus response alongside... https://youtu.be/M7v2l1zOPvU  via @YouTube",2020-03-23 23:59:23,"WATCH LIVE: Trump, Pence speak about U.S. coronavirus response alongside...  via ",0
1112,Y sí. Pinche coronavirus )/,2020-03-15 23:54:05,Y sí. Pinche coronavirus )/,0
1113,Italian designer Chiara Ferragni helps raise over $4 million for coronavirus intensive care units - Upworthy https://www.upworthy.com/chiara-ferragni-helps-raise-over-4-million-to-help-coronavirus-aid …,2020-03-10 23:51:14,Italian designer Chiara Ferragni helps raise over $4 million for coronavirus intensive care units - Upworthy ,0
1114,"Yes the corona virus is an illness people should try to prevent, but my lord has it not been an overreaction for the most part? I will say the media’s scare tactic was excellent bc it had worked. Maybe I’m wrong but that’s just how I’m seeing it..",2020-03-11 23:59:26,"Yes the corona virus is an illness people should try to prevent, but my lord has it not been an overreaction for the most part? I will say the media’s scare tactic was excellent bc it had worked. Maybe I’m wrong but that’s just how I’m seeing it..",1
1115,Nurses are not getting the protections they desperately need to fight #COVID19. @NationalNurses is demanding Congress act now. Add your name:https://act.medicare4all.org/signup/covid-19-protect/ …,2020-03-18 23:53:29,Nurses are not getting the protections they desperately need to fight #COVID19.  is demanding Congress act now. Add your name:,0
1116,TDS is worse than the coronavirus,2020-03-13 23:55:02,TDS is worse than the coronavirus,1
1117,U.S. stock futures erased losses after Trump promised “very substantial relief” for the economy as the coronavirus spreads. https://twitter.com/rhjameson/status/1237164781091643394 …,2020-03-09 23:55:31,U.S. stock futures erased losses after Trump promised “very substantial relief” for the economy as the coronavirus spreads. ,1
1118,well disney+ came out in November and so did coronavirus...coincidence??? i think not,2020-03-19 23:54:27,well disney+ came out in November and so did coronavirus...coincidence??? i think not,0
1119,"@julie_eye 
FYI
@PeteButtigieg as an Infectious disease specialist I wrote two blogs abut my experience w #COVID19 this week. 

ONE 
https://meandgin.blogspot.com/2020/03/my-family-vetoed-my-decision-to-leave.html …

TWO

https://meandgin.blogspot.com/2020/03/my-family-vetoed-my-decision-to-leave.html …pic.twitter.com/qNGksayZjH",2020-03-18 23:54:57," 
FYI
 as an Infectious disease specialist I wrote two blogs abut my experience w #COVID19 this week. 

ONE 


TWO

",0
1120,wait stay healthy pls  but my school got canceled bc of coronavirus,2020-03-16 23:52:10,wait stay healthy pls  but my school got canceled bc of coronavirus,1
1121,Breaking: 3 coronavirus cases in Erie County confirmed | News 4 Buffalo #coronavirus https://www.wivb.com/health/coronavirus/breaking-3-coronavirus-cases-in-erie-county-confirmed/ …,2020-03-14 23:57:03,Breaking: 3 coronavirus cases in Erie County confirmed | News 4 Buffalo #coronavirus ,1
1122,Pence gently tries to correct Trump's false coronavirus testing claims https://news.yahoo.com/pence-gently-tries-to-correct-trumps-false-coronavirus-testing-claims-004119141.html?soc_src=hl-viewer&soc_trk=tw … via @Yahoo,2020-03-08 23:59:35,Pence gently tries to correct Trump's false coronavirus testing claims  via ,1
1123,I’d love to see the #COVID19 virus try and enter the @UTKpikapp house and the Hep C and staphylococcus would team up to beat it out the door.,2020-03-21 23:55:41,I’d love to see the #COVID19 virus try and enter the  house and the Hep C and staphylococcus would team up to beat it out the door.,0
1124,"New York To Begin Clinical Trials For Coronavirus Treatment Tuesday, Cuomo Says https://www.forbes.com/sites/lisettevoytko/2020/03/22/new-york-to-begin-clinical-trials-for-coronavirus-treatment-tuesday-cuomo-says/ …",2020-03-23 23:52:22,"New York To Begin Clinical Trials For Coronavirus Treatment Tuesday, Cuomo Says ",0
1125,"North Korea says Trump wrote Kim, offered coronavirus cooperation https://www.reuters.com/article/us-health-coronavirus-usa-northkorea-idUSKBN2180YX … #SmartNews",2020-03-21 23:50:41,"North Korea says Trump wrote Kim, offered coronavirus cooperation  #SmartNews",0
1126,"Coachella, Stagecoach Festivals Postponed Due To Coronavirus http://dlvr.it/RRdnLr ",2020-03-10 23:55:02,"Coachella, Stagecoach Festivals Postponed Due To Coronavirus ",1
1127,I wonder how many #NotMyPresident libtards will be cashing those trump checks comin #coronavirus,2020-03-17 23:54:05,I wonder how many #NotMyPresident libtards will be cashing those trump checks comin #coronavirus,0
1128,"THE RULES ACCORDING TO MEDIA:

“Wuhan Coronavirus”: 

“Wuhan Virus”:  

“Chinese Coronavirus”: 

“Chinese Virus”:  

“China Virus”:  ",2020-03-19 23:58:59,"THE RULES ACCORDING TO MEDIA:

“Wuhan Coronavirus”: 

“Wuhan Virus”:  

“Chinese Coronavirus”: 

“Chinese Virus”:  

“China Virus”:  ",0
1129,"It was broken into parts. This is phase 3.  If you want to break it up further, how about:

1. Things that have to do with the Coronavirus response.

2.  Things that have nothing to do with the Coronavirus response.

Problem is, we already have #1. Democrats was #2 in #1.",2020-03-23 23:59:14,"It was broken into parts. This is phase 3.  If you want to break it up further, how about:

1. Things that have to do with the Coronavirus response.

2.  Things that have nothing to do with the Coronavirus response.

Problem is, we already have #1. Democrats was #2 in #1.",1
1130,Governor Polis just said in his press conference that Colorado is in it’s darkest days.  REALLY!? We have had six deaths due to Coronavirus in our state. To date 27 children have died from the flu in our state.  That death rate for the flu is over four times higher.,2020-03-22 23:48:40,Governor Polis just said in his press conference that Colorado is in it’s darkest days.  REALLY!? We have had six deaths due to Coronavirus in our state. To date 27 children have died from the flu in our state.  That death rate for the flu is over four times higher.,1
1131,Good got 2 weeks of spring break now cause of corona virus thanks for asking,2020-03-13 23:59:48,Good got 2 weeks of spring break now cause of corona virus thanks for asking,1
1132,Weathering coronavirus is uncharted territory for Hollywood Coronavirus should really cleanout Hollywood but you never know. Who is going to keep working for these hypocrites who slam Trump's wall but hide behind their own?,2020-03-14 23:55:24,Weathering coronavirus is uncharted territory for Hollywood Coronavirus should really cleanout Hollywood but you never know. Who is going to keep working for these hypocrites who slam Trump's wall but hide behind their own?,1
1133,Authorities have ordered the Coachella Valley and Stagecoach festivals to be postponed until October due to concerns about the coronavirus. https://trib.al/6UEH91U ,2020-03-10 23:45:28,Authorities have ordered the Coachella Valley and Stagecoach festivals to be postponed until October due to concerns about the coronavirus. ,0
1134,Will be difficult to identify community spread as we're not looking for it-directives limit testing to travel or contact with others that travelled. Is there concern that we're allowing #COVID19 to spread in community unrecognized? @BogochIsaac,2020-03-15 23:54:07,Will be difficult to identify community spread as we're not looking for it-directives limit testing to travel or contact with others that travelled. Is there concern that we're allowing #COVID19 to spread in community unrecognized? ,0
1135,Gonna go out on a limb here and say tonight's #DemDebate will focus so much on #coronavirus so much that they'll not address other important things.,2020-03-15 23:56:56,Gonna go out on a limb here and say tonight's #DemDebate will focus so much on #coronavirus so much that they'll not address other important things.,0
1136,"I wonder how the good Senator from Kentucky was able to get a test. I thought assymtomic people can't  get a test in the US. But what's most interesting that 6 days ago his father Ron Paul told the whole world about the ""Coronavirus Hoax"". Life is ironic. http://ronpaulinstitute.org/archives/featured-articles/2020/march/16/the-coronavirus-hoax/ …https://twitter.com/NPR/status/1241870282425499649 …",2020-03-22 23:47:23,"I wonder how the good Senator from Kentucky was able to get a test. I thought assymtomic people can't  get a test in the US. But what's most interesting that 6 days ago his father Ron Paul told the whole world about the ""Coronavirus Hoax"". Life is ironic. ",1
1137,please dear god let coronavirus come close enough to my school that classes get cancelled next week. i will get infected if thats what it takes,2020-03-10 23:58:33,please dear god let coronavirus come close enough to my school that classes get cancelled next week. i will get infected if thats what it takes,1
1138,Bernie Sander's campaign is asking for donations to help people impacted by Corona instead of his own campaign. We're truly gonna miss out these next 4 years. #BernieSanders #coronavirus pic.twitter.com/zy9r7Z6o2c,2020-03-19 23:54:06,Bernie Sander's campaign is asking for donations to help people impacted by Corona instead of his own campaign. We're truly gonna miss out these next 4 years. #BernieSanders #coronavirus pic.twitter.com/zy9r7Z6o2c,1
1139,549 cases of coronavirus confirmed in Michigan https://www.fox17online.com/news/coronavirus/549-cases-of-coronavirus-confirmed-in-michigan …,2020-03-20 23:47:54,549 cases of coronavirus confirmed in Michigan ,0
1140,"List of #smallbusiness #relief programs currently available. #coronavirus #Covid_19 #COVID2019
https://www.forbes.com/sites/advisor/2020/03/20/list-of-coronavirus-covid-19-small-business-relief-programs/ …",2020-03-21 23:46:49,"List of #smallbusiness #relief programs currently available. #coronavirus #Covid_19 #COVID2019
",0
1141,"If you or a loved one have questions about coronavirus or think you may be sick, contact the @MichiganHHS #COVID19 hotline at 1-888-535-6136 for help. https://twitter.com/MichiganHHS/status/1238868720392589312 …",2020-03-15 23:51:59,"If you or a loved one have questions about coronavirus or think you may be sick, contact the  #COVID19 hotline at 1-888-535-6136 for help. ",0
1142,UK Government : Pay Self-Employed 80% of their median salary during the Coronavirus pandemic. - Sign the Petition! http://chng.it/h7xnr2Vm  via @UKChange,2020-03-22 23:52:02,UK Government : Pay Self-Employed 80% of their median salary during the Coronavirus pandemic. - Sign the Petition!  via ,0
1143,perfect time to watch #TheSkyIsPink @priyankachopra @netflix #COVID19 #bayarealockdown,2020-03-22 23:55:53,perfect time to watch #TheSkyIsPink   #COVID19 #bayarealockdown,0
1144,It is with deep regret that I have to inform you that @mikeyyshorts is no longer a part of @executorsone due to the ongoing #COVID19 outbreak causing big events such as @epicLAN to be cancelled. We wish him the best going forward.,2020-03-23 23:54:10,It is with deep regret that I have to inform you that  is no longer a part of  due to the ongoing #COVID19 outbreak causing big events such as  to be cancelled. We wish him the best going forward.,1
1145,Coronavirus update: Grand Princess cruise passengers in quarantine refuse COVID-19 tests at Travis Air Force Base | http://abc7.com https://abc7.com/6031214 ,2020-03-20 23:47:44,Coronavirus update: Grand Princess cruise passengers in quarantine refuse COVID-19 tests at Travis Air Force Base | ,0
1146,"Exactly three weeks ago today, on Feb. 27, Donald Trump appeared in the White House Cabinet Room and sounded extremely optimistic about the coronavirus. ""It's going to disappear,"" the president said that afternoon. ""One day -- it's like a miracle -- it will disappear.""",2020-03-19 23:59:17,"Exactly three weeks ago today, on Feb. 27, Donald Trump appeared in the White House Cabinet Room and sounded extremely optimistic about the coronavirus. ""It's going to disappear,"" the president said that afternoon. ""One day -- it's like a miracle -- it will disappear.""",1
1147,I’m about to tell my work I have corona virus just so I can book ‘em all ,2020-03-11 23:57:03,I’m about to tell my work I have corona virus just so I can book ‘em all ,0
1148,Italian virologist says political correctness doomed his country's coronavirus response - TheBlaze https://www.theblaze.com/news/italy_political_correctness_china_coronavirus …,2020-03-22 23:51:25,Italian virologist says political correctness doomed his country's coronavirus response - TheBlaze ,0
1149,"3 steps to protect yourself against the coronavirus:
1) Get a copy of Hegel's Phenomenology (cheaper than hand sanitizer)
2) Read it from cover to cover (should keep you busy at home for at least two weeks)
3) Try to talk to others about it (they will avoid you at all costs)",2020-03-22 23:50:36,"3 steps to protect yourself against the coronavirus:
1) Get a copy of Hegel's Phenomenology (cheaper than hand sanitizer)
2) Read it from cover to cover (should keep you busy at home for at least two weeks)
3) Try to talk to others about it (they will avoid you at all costs)",0
1150,"I wouldn’t buy a damn thing from China after this disgusting shot,obviously CORONAVIRUS is China and the DemocRATS attempt to get business back as usual when HUSSEIN was selling out America China been eating all kinds of but this is intentional, why now,all else has failed!",2020-03-09 23:58:57,"I wouldn’t buy a damn thing from China after this disgusting shot,obviously CORONAVIRUS is China and the DemocRATS attempt to get business back as usual when HUSSEIN was selling out America China been eating all kinds of but this is intentional, why now,all else has failed!",1
1151,"Corona virus is from eating animals dead meat, period. And everyone is buying meat!
That’s why the world needs to go Vegan now!",2020-03-13 23:57:26,"Corona virus is from eating animals dead meat, period. And everyone is buying meat!
That’s why the world needs to go Vegan now!",1
1152,"Trump tests negative for coronavirus, White House doctor says https://www.newsbreakapp.com/n/0OQydDvr?s=a2&pd=03mq7rPC …",2020-03-14 23:51:03,"Trump tests negative for coronavirus, White House doctor says ",0
1153,"After John Travolta was rushed into hospital with suspected Coronavirus, Doctors have now said it’s just a touch of Saturday Night Fever and he’s almost certainly Staying Alive. #cornoravirus #COVID19 #CoronaVirusUpdate",2020-03-09 23:52:00,"After John Travolta was rushed into hospital with suspected Coronavirus, Doctors have now said it’s just a touch of Saturday Night Fever and he’s almost certainly Staying Alive. #cornoravirus #COVID19 #CoronaVirusUpdate",1
1154,"Good point.  @jaredpolis was in Washington as a member of Congress between 2009 and 2019. What specific bills did HE author and pass during that time that would have improved/hastened the federal #COVID19 response? Serious question.  

#copolitics #coleg #colorado #gop #tcothttps://twitter.com/TonysRants/status/1241869562850586624 …",2020-03-22 23:50:30,"Good point.   was in Washington as a member of Congress between 2009 and 2019. What specific bills did HE author and pass during that time that would have improved/hastened the federal #COVID19 response? Serious question.  

#copolitics #coleg #colorado #gop #tcot",0
1155,"Trump’s boggled testing for the coronavirus will literally cause thousands of people to DIE. The pandemic will spread much faster because people don’t know they’re contagious and the demand will overwhelm hospitals. Literally, Trump’s stupidity has changed the trajectory of death pic.twitter.com/tqFnbUm8O4",2020-03-11 23:54:35,"Trump’s boggled testing for the coronavirus will literally cause thousands of people to DIE. The pandemic will spread much faster because people don’t know they’re contagious and the demand will overwhelm hospitals. Literally, Trump’s stupidity has changed the trajectory of death pic.twitter.com/tqFnbUm8O4",1
